mean,std,min,max,median,rms,zcr,spectrogram_mean_energy,spectrogram_peak_frequency,spectrogram_bandwidth,fft_total_energy,fft_dominant_frequency,fft_mean_magnitude,spectral_centroid,energy_entropy,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
-0.0083985256217074,0.0097381957509556,-0.0941791218764478,0.0473378970103266,-0.0086408839225577,0.0128595368929992,0.0228571428571428,2.891365062340321e-07,46.875,18.0,44.39440199285919,0,0.1268411485510262,37.77189714934055,6.064331845198284,-10.855346766115238,24.80910127031145,8.403086511436582,-4.421755275465949,-10.58576920736926,-8.745274527345861,-3.0535623678592625,2.215218440741942,3.2876215813092444,1.061451685984635,-2.389979851795362,-3.55564040021352,-3.221526316931405,WALKING
-0.0083497399277318,0.007321726719975,-0.073753620669338,0.0371524690609727,-0.0082791978418423,0.0111052167481213,0.0171428571428571,1.6605019122124078e-07,46.875,20.0,35.28362298417736,0,0.1008103513833638,34.5162138339414,5.911605682887682,-11.536694870271242,24.86100393741623,10.630874399605617,-2.700310359528192,-8.647223884216455,-7.0480779484430025,-2.013348005534664,1.656351339527885,1.6994306416220326,0.0938526253222647,-1.5849158160485806,-1.5618907779586564,-1.304687409066742,WALKING
-0.008203612837931,0.0140044330300916,-0.1312031192770146,0.08304752964915,-0.0082340471447489,0.0162303237210164,0.0285714285714285,6.223480309275907e-07,82.03125,15.0,57.12451871412322,0,0.1632129106117806,38.93846745131828,5.921249328084463,-11.136056231698348,24.42507517041169,10.223229908248246,-2.7220102053919426,-9.49459010554698,-9.263511418307944,-5.0714144597086745,-0.510502872669499,1.702198269226072,2.169687232428329,1.20706833945114,0.6567180540740766,-0.3806638328806348,WALKING
-0.0084503269450424,0.012449777939838,-0.1065298173120796,0.0572126340141269,-0.0081770071541933,0.0150467603233848,0.0257142857142857,4.874992949880804e-07,82.03125,17.0,54.52853384682834,0,0.1557958109909381,41.485210830831136,6.103014190503568,-11.037135833141871,24.106409348126544,10.065474492434827,-2.768109900534538,-9.524315864434348,-9.314454284053586,-5.337755410568335,-1.0328753095609449,0.8127510254612241,1.5901064199282289,1.17545960304903,1.4339021706250212,0.360049572515612,WALKING
-0.0084013617719756,0.0102399081602062,-0.0981066322857201,0.0609345690999924,-0.0086046987452062,0.0132453236560331,0.0171428571428571,3.300463142179789e-07,50.78125,18.0,45.776236768981,0,0.1307892479113742,38.599392220538284,6.03238028995514,-11.426428033998429,23.36524846967589,11.069919859596244,-1.1663289776007364,-7.578136461052987,-7.601232447883666,-3.448143893568911,0.2041724938850287,1.1209325975819977,-0.0944946559052821,-1.029430173885295,-0.5839429161498212,0.4523814911001589,WALKING
-0.0083989201175728,0.0079228897796944,-0.074811600933879,0.0433406244670016,-0.0082819294181857,0.0115461699971271,0.0171428571428571,1.9057521775332208e-07,58.59375,19.0,36.70580993012038,0,0.1048737426574868,33.57949853069844,5.902938150384204,-11.611211256783513,23.612019567759518,11.281012426908898,-0.6987462532239486,-6.447385151642689,-6.099249981335968,-2.920897466588868,-0.8234363723640827,-1.0130260055888476,-1.5633309800857331,-1.1034358468800356,0.5311664323975611,1.167869680363107,WALKING
-0.0083890257939078,0.0086428568305581,-0.0744189891704771,0.0575221724006345,-0.008001912517907,0.0120446970889424,0.0228571428571428,2.336411692788821e-07,46.875,21.0,42.250936548475295,0,0.1207169615670722,38.18464226730195,6.184160550550729,-11.36281334126197,24.402887679886145,10.508431487380795,-1.5885031535967822,-7.45860390787962,-7.086461413893165,-4.104781593488718,-1.706852813690675,-1.2319006305622708,-1.116912160097116,-0.9890504124697498,-0.044683350933328,-0.1524691350196795,WALKING
-0.0064146670271426,0.0114277799799549,-0.1014869785899556,0.0601777450313711,-0.0069828491601977,0.0131050413329897,0.0214285714285714,3.7432635545575333e-07,46.875,18.0,50.00440672484783,0,0.1428697334995652,38.90043396138003,6.226926230350292,-16.27213487678794,17.620833330830003,8.322826118687473,-0.6754281504664984,-5.563794901776632,-6.106321898853677,-4.020449517837389,-1.5441954523013008,-0.5497747827887882,-0.3921597660091901,-0.7957331476806004,-0.4396788487209971,-0.5517471997842236,WALKING
0.0038021425996885,0.0110045010031276,-0.1012371594189476,0.0508332138678105,0.0038478831833095,0.0116428231402956,0.0485714285714285,3.8188127338534217e-07,54.6875,13.0,43.89734523958784,0,0.1254209863988224,37.65718828386333,6.131004080415407,-10.988106435855045,24.21339872232148,8.736645511354087,-5.394956917619567,-11.524481786380838,-9.52585275526713,-4.452933737681413,-1.967470630584564,-3.449241198888656,-5.553106609734522,-5.639300335916384,-3.2259954631117957,-1.3681527081758773,WALKING
0.0035210561652952,0.0129627778594112,-0.1184368102172505,0.0799877172664497,0.0037214777989451,0.0134324772976397,0.0657142857142857,5.296157107843487e-07,70.3125,19.0,51.724602025959975,0,0.1477845772170285,40.530323206117565,6.140476162720627,-10.944593675603416,23.345581550320333,8.209294596059733,-5.642612407102355,-13.153742396907736,-13.21027571177816,-8.764274181300728,-4.1115975293969145,-2.026083844154229,-1.914583773975816,-2.2893110887025907,-1.7741959603401996,-1.3392615706350164,WALKING
0.0034689162189735,0.0223424194272802,-0.1961385851754459,0.1385410377627064,0.0034647042351211,0.0226101102518048,0.0742857142857142,1.5861591221942711e-06,58.59375,16.0,81.62894598769934,42,0.2332255599648552,40.68006998333198,5.9919886086541325,-10.522089397997554,22.642634939279183,9.29603501997028,-3.7670811819625447,-11.278703400287885,-12.55032397644275,-8.946160399518451,-4.893205252687066,-2.401872758197978,-2.416848296685832,-2.527622818764241,-2.341809990672516,-1.5299976664353538,WALKING
0.0034771503815873,0.0215252532743783,-0.1820252713592543,0.122158233085445,0.003234103167555,0.0218042909378477,0.06,1.475699100396415e-06,58.59375,15.0,78.4923053294183,42,0.2242637295126237,40.66030890658867,6.047416336448702,-10.642785728693298,23.56113448125796,10.132534552705517,-2.6170580536726207,-10.412334332705504,-12.833620329287116,-10.646030169186483,-6.894348228225751,-4.099544522062253,-2.9496211580937137,-2.6094256581053905,-1.9000439029707623,-1.3688100700855843,WALKING
0.0035984882396073,0.0230597267913927,-0.209167519332867,0.1407493364284735,0.0037357820684482,0.0233388113944191,0.0671428571428571,1.690915558225641e-06,58.59375,14.0,84.4028487240156,43,0.2411509963543303,41.46226309063545,6.0388394537849575,-10.49277713741577,22.87331237747373,9.434079054555994,-3.7024905034202655,-11.892270552409128,-13.84026779624958,-10.228786137411973,-5.02672973997984,-1.0416955153074994,0.0723273010108621,-0.1774168137715457,-0.9599005081467944,-1.3599290541248528,WALKING
