Window Index,Sensor Data (Flattened)
0,"[2.5374618543551337, 2.543187855668253, 2.5470358825406576, 2.5476674901012673, 2.5446536620879785, 2.5385389476523144, 2.53055813786001, 2.522124261072435, 2.514341316259244, 2.5077791593158336, 2.502572221598767, 2.4986986065018284, 2.4962127910009513, 2.495282619649273, 2.496034218760823, 2.498323940945245, 2.501584735494764, 2.504856043095674, 2.5070357364318814, 2.5072993048644907, 2.5055274437260917, 2.502523077837584, 2.4998533393482982, 2.4993272352813394, 2.5023179597752145, 2.5092256709861793, 2.5192983734140504, 2.530852477323906, 2.5417756531755957, 2.5501218702629753, 2.5546156385938836, 2.5549294032482837, 2.551671361477346, 2.546125763229759, 2.539880317299965, 2.53447780705395, 2.531140775950291, 2.5305428174619493, 2.532626385403508, 2.5365598876210407, 2.540955304681701, 2.544344981541978, 2.545719046918446, 2.544841025758209, 2.542185722811469, 2.5385756732839213, 2.5347456574040175, 2.531056722053834, 2.527464522801653, 2.5237146593241997, 2.519643937730999, 2.515424540998144, 2.511608865450885, 2.5089291851022244, 2.507945444376882, 2.5087246540848502, 2.510712024538691, 2.512853581447489, 2.5139326027541267, 2.5130176257085366, 2.5098738456446754, 2.505168294745346, 2.5003431005218744, 2.4971615542293693, 2.4970925127835297, 2.5007845572419223, 2.507836737511246, 2.516936792242176, 2.5262926854086873, 2.5341889108145845, 2.5394719296085033, 2.541801292704407, 2.5415891202809555, 2.5396794429012823, 2.53693801532695, 2.533954719955868, 2.5309762205926902, 2.528043887753827, 2.5252042639464007, 2.5226432722980103, 2.520666359121328, 2.5195524837585395, 2.5193846322626006, 2.519968792097011, 2.520904991746957, 2.5217908150487967, 2.522452551639445, 2.5230658753899653, 2.5240824482752022, 2.525987693274998, 2.529003309769989, 2.532872094343219, 2.536828193317715, 2.5397857565762507, 2.5406947082204066, 2.5389402370377283, 2.534631381499275, 2.5286520820400686, 2.522431809357357, 2.517501797641109, 2.514989586117109, 2.5152319497566458, 2.517647752931174, 2.520925656987208, 2.5234734122529443, 2.5239776966227057, 2.5218741922543013, 2.517553355303547, 2.512223092774238, 2.5074816193144556, 2.50477186453355, 2.504936102783016, 2.5080307725244846, 2.51342337696711, 2.520064261567406, 2.526787874196352, 2.532550815363928, 2.5365854104159946, 2.5384784048340867, 2.5381811474371383, 2.535959381329385, 2.532306682235934, 2.5278482820201384, 2.523242336983355, 2.519075160030949, 2.515766141620996, 2.5135209306419504, 2.5123599320946135, 2.5122015621166605, 2.512939127939062, 2.5144631859945044, 2.516638013373232, 2.5192798145094857, 2.5221688328750984, 2.5250857670792355, 2.5278426057281465, 2.530291818098407, 2.532320161181011, 2.533838447305192, 2.534771974861037, 2.5350590867063985, 2.5346747685330464, 2.5336846483402335, 2.5322938836829256, 2.5308252305508536, 2.529593800429574, 2.5287366077450932, 2.5281204051898816, 2.527413168002672, 2.526283482777822, 2.5245937400852436, 2.5224607773173635, 2.520158256499947, 2.517943393299962, 2.5159299299688187, 2.5140885473633805, 2.5123753092930476, 2.5109098667353673, 2.510080741177078, 2.5104776048959696, 2.512644777200229, 2.5167648911953564, 2.5224373622706877, 2.528671708170424, 2.534111189358892, 2.537419559600949, 2.537727706672665, 2.5349983367947657, 2.530122971516665, 2.5246225227642665, 2.5200393040793463, 2.5173369491571167, 2.5166383643157895, 2.5173976867458947, 2.5188285589190897, 2.5203157667435656, 2.5216369295801533, 2.5229655651964293, 2.524696498542461, 2.527154082548219, 2.5302962164189924, 2.5335933293400315, 2.5362133345623463, 2.537433835256352, 2.537000147549619, 2.5351772486126825, 2.5324985540857803, 2.5294431189208946, 2.5262744847733347, 2.523097284489399, 2.5200226984756764, 2.517299762773953, 2.515331364144109, 2.514560020273089, 2.515255250979338, 2.5172888206882487, 2.5200335288584697, 2.5225053584679333, 2.523751209603401, 2.5233132679756127, 2.521503871717942, 2.5193085703863685, 2.517961226225629, 2.5184262013641083, 2.5210348706120937, 2.525388403455827, 2.5304980928231107, 2.5350730438997924, 2.537861706028401, 2.5379633757243174, 2.5350398226619784, 2.529389991375782, 2.5218986199314695, 2.5138950699797356, 2.5069372008470747, 2.502508252828306, 2.5016463443344645, 2.5046089705367236, 2.5107259231203054, 2.51854856656404, 2.5262813908755843, 2.532354498098564, 2.5359224810688565, 2.53708710303431, 2.5367390823156546, 2.5360619694209254, 2.535889958038187, 2.536213708476558, 2.5361128840837805, 2.5342085077302996, 2.529441863890801, 2.5217811049162346, 2.512477089506422, 2.5037274616944605, 2.4979106675327536, 2.496738292161496, 2.5006687181646967, 2.508784646671965, 2.519152163539979, 2.529502233422808, 2.537953017423007, 2.543483788812796, 2.5460000197414145, 2.546035047878362, 2.544302450548169, 2.5413477252436576, 2.5374398754750476, 2.5326806968383795, 2.5272007802950522, 2.5213043407173115, 2.515488065502426, 2.5103304814781118, 2.5062994025933785, 2.5035627222613335, 2.5019052178423435, 2.500821163690372, 2.4997653309936507, 2.4984505595019266, 2.497040059529014, 2.496127301489928, 2.4965098523353295, 2.498883023204022, 2.5036195125383705, 2.5107249571962695, 2.5199255821935247, 2.530760339481985, 2.5425772291198996, 2.5544457772497395, 2.565108387388283, 2.5731110284113896, 2.5771466279495794, 2.5764842521380724, 2.571274404916273, 2.5625795152223296, 2.5521137697821787, 2.541782543844268, 2.533157813683178, 2.5270464073021306, 2.5233096798560175, 2.5210280534078118, 2.518954929419007, 2.5160590246977903, 2.51192881490766, 2.506914973892579, 2.5020110797365693, 2.498534052517759, 2.497680260159774, 2.5000621371191176, 2.505380858000178, 2.512397288811036, 2.519265176609283, 2.5241184641726333, 2.5256740429706324, 2.5236150629018415, 2.5186371895960518, 2.5121725238817545, 2.5058946863507514, 2.5011683797628392, 2.498644329127732, 2.4981700066387105, 2.4990546926446484, 2.500547646948854, 2.5022785298303116, 2.5044477243047263, 2.507704252973899, 2.512803783928347, 2.5202197423420087, 2.5298676449275805, 2.5410223657966196, 2.552422513955811, 2.562517324027793, 2.5698027321834704, 2.5731723623495086, 2.5721879043582523, 2.567189448789236, 2.559214882546067, 2.549747360309032, 2.5403483349195213, 2.5322638065175, 2.5261137046821265, 2.5217763280175736, 2.5185377489355303, 2.515480991656321, 2.5119756084217943, 2.5080600810254796, 2.504537764442859, 2.502726793699806, 2.5039513222444683, 2.5089618358043593, 2.5174975653966976, 2.5281617685617443, 2.5386808883753855, 2.546487077741272, 2.5494500459142477, 2.5465268294476204, 2.5381130657514737, 2.5259715114557726, 2.512753624879237, 2.5012590592679005, 2.4936613706907833, 2.4909550113490284, 2.492819738805217, 2.497939355798259, 2.5046111456438918, 2.51135420767648, 2.5172608630803555, 2.522022223544902, 2.5257555634812165, 2.5288135665788123, 2.531656165255181, 2.534747589958844, 2.5384199548991133, 2.5427119715275324, 2.5472573317191167, 2.551297275054322, 2.553838090035888, 2.553917747270399, 2.5509110453898924, 2.544777405773748, 2.536141983793879, 2.5261410053829527, 2.5160755701276893, 2.50703705929462, 2.49968710368854, 2.4942682714710562, 2.490774463602783, 2.4891406556707594, 2.489355713770906, 2.49148828718918, 2.4956592644149835, 2.501982362155313, 2.510468511695848, 2.520885911717788, 2.5325965415880787, 2.544439829384613, 2.554769555355525, 2.5617269515415906, 2.5637386421380675, 2.560100351219852, 2.5514121973795736, 2.539632602398846, 2.527644190966349, 2.518432147279073, 2.5141544196525247, 2.5154391013989064, 2.5211633089667096, 2.5288018212759398, 2.535245958167744, 2.5378349147669685, 2.535257950044185, 2.528013083643376, 2.518253789338465, 2.509074007874857, 2.503483339221929, 2.5034254373831883, 2.509162492763448, 2.5192100339748964, 2.530815982550612, 2.5408020645490415, 2.5464767539051127, 2.5463214461315595, 2.540256676238007, 2.529472909380861, 2.515969707639188, 2.502008351872389, 2.4896394902426997, 2.4803815855119304, 2.475069555859574, 2.473876461780767, 2.47648237156851, 2.482303263361101, 2.4906625833196383, 2.500845355043577, 2.5120750679028294, 2.523502001331745, 2.534252975669845, 2.543521947786377, 2.5506587545836403, 2.5552516096336366, 2.557223944937678, 2.556920384116018, 2.5550921442518377, 2.55271049017679, 2.5506488369622313, 2.549376114075807, 2.548801469363456, 2.5483223779305653, 2.5470441220767914, 2.5440989912926817, 2.538970270415049, 2.5317118146221897, 2.5229855441987135, 2.5139195561859977, 2.5058643885142367, 2.5001422314262927, 2.4978363717770464, 2.499601489053029, 2.505462820534963, 2.5146377596785277, 2.5254908474241553, 2.535737840659528, 2.5429306166420385, 2.545128558361932, 2.5415509881196323, 2.5329561383738617, 2.5215426947953206, 2.5103315246666638, 2.5022071564900283, 2.4989670198656264, 2.50074014164449, 2.505993126194224, 2.5121239563371254, 2.516440400479334, 2.5171810140410016, 2.514203130910113, 2.5090641336386383, 2.5044413150617126, 2.5030945079533047, 2.506771051606281, 2.51549111681491, 2.5274944558082755, 2.5398476963045074, 2.549456288415747, 2.5541039079661774, 2.55315344373964, 2.547657496143143, 2.5398379132004654, 2.5321567034156334, 2.5263856888579403, 2.523068997052615, 2.5215604751958267, 2.520535714478157, 2.5186892846713875, 2.5153128373001543, 2.5105671681848625, 2.5054146903570467, 2.5012965726395744, 2.4996914607917704, 2.50168384970458, 2.507631102698138, 2.516984143708799, 2.5282999347747124, 2.539469759537677, 2.5481520236642585, 2.552335805533671, 2.5509015636498216, 2.5440237572923228, 2.533275483025811, 2.5213357817530344, 2.511291410902662, 2.5056849382290505, 2.505626260571975, 2.5103381556872972, 2.5173777768074315, 2.5235038715951155, 2.525876256257963, 2.5231207559086353, 2.515837592509371, 2.506358987646067, 2.497887886086292, 2.4934175074821616, 2.4948774477672018, 2.502752424623759, 2.5161400582477063, 2.5330573686669138, 2.550831109682297, 2.566522605937356, 2.577419231198595, 2.5816035059100364, 2.5784997648009043, 2.569187867878675, 2.55627484185203, 2.543260364302544, 2.533540452159552, 2.5293571642765036, 2.531059005523406, 2.536959088549003, 2.5438712790891103, 2.5481513154650064, 2.5468927433757806, 2.5388871895956004, 2.5250453832737394, 2.508155978584076, 2.4920681646010294, 2.480543922968872, 2.476114726766251, 2.4792971826556087, 2.488433491427811, 2.500217249702025, 2.510730402622517, 2.516649735892118, 2.516226140936336, 2.5097249207251715, 2.4992235506086815, 2.48789232258636, 2.479028573642712, 2.475149515461447, 2.4773914981688834, 2.4853459045287285, 2.4973277386691177, 2.510960236194589, 2.5238861342208168, 2.5343980220999405, 2.5418192514444056, 2.5465394799930037, 2.5496958317830907, 2.5525979741913853, 2.556107178282923, 2.5602273287210897, 2.5640911958737425, 2.566352987673841, 2.565820244846258, 2.5620560610037137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"[2.544777405773748, 2.536141983793879, 2.5261410053829527, 2.5160755701276893, 2.50703705929462, 2.49968710368854, 2.4942682714710562, 2.490774463602783, 2.4891406556707594, 2.489355713770906, 2.49148828718918, 2.4956592644149835, 2.501982362155313, 2.510468511695848, 2.520885911717788, 2.5325965415880787, 2.544439829384613, 2.554769555355525, 2.5617269515415906, 2.5637386421380675, 2.560100351219852, 2.5514121973795736, 2.539632602398846, 2.527644190966349, 2.518432147279073, 2.5141544196525247, 2.5154391013989064, 2.5211633089667096, 2.5288018212759398, 2.535245958167744, 2.5378349147669685, 2.535257950044185, 2.528013083643376, 2.518253789338465, 2.509074007874857, 2.503483339221929, 2.5034254373831883, 2.509162492763448, 2.5192100339748964, 2.530815982550612, 2.5408020645490415, 2.5464767539051127, 2.5463214461315595, 2.540256676238007, 2.529472909380861, 2.515969707639188, 2.502008351872389, 2.4896394902426997, 2.4803815855119304, 2.475069555859574, 2.473876461780767, 2.47648237156851, 2.482303263361101, 2.4906625833196383, 2.500845355043577, 2.5120750679028294, 2.523502001331745, 2.534252975669845, 2.543521947786377, 2.5506587545836403, 2.5552516096336366, 2.557223944937678, 2.556920384116018, 2.5550921442518377, 2.55271049017679, 2.5506488369622313, 2.549376114075807, 2.548801469363456, 2.5483223779305653, 2.5470441220767914, 2.5440989912926817, 2.538970270415049, 2.5317118146221897, 2.5229855441987135, 2.5139195561859977, 2.5058643885142367, 2.5001422314262927, 2.4978363717770464, 2.499601489053029, 2.505462820534963, 2.5146377596785277, 2.5254908474241553, 2.535737840659528, 2.5429306166420385, 2.545128558361932, 2.5415509881196323, 2.5329561383738617, 2.5215426947953206, 2.5103315246666638, 2.5022071564900283, 2.4989670198656264, 2.50074014164449, 2.505993126194224, 2.5121239563371254, 2.516440400479334, 2.5171810140410016, 2.514203130910113, 2.5090641336386383, 2.5044413150617126, 2.5030945079533047, 2.506771051606281, 2.51549111681491, 2.5274944558082755, 2.5398476963045074, 2.549456288415747, 2.5541039079661774, 2.55315344373964, 2.547657496143143, 2.5398379132004654, 2.5321567034156334, 2.5263856888579403, 2.523068997052615, 2.5215604751958267, 2.520535714478157, 2.5186892846713875, 2.5153128373001543, 2.5105671681848625, 2.5054146903570467, 2.5012965726395744, 2.4996914607917704, 2.50168384970458, 2.507631102698138, 2.516984143708799, 2.5282999347747124, 2.539469759537677, 2.5481520236642585, 2.552335805533671, 2.5509015636498216, 2.5440237572923228, 2.533275483025811, 2.5213357817530344, 2.511291410902662, 2.5056849382290505, 2.505626260571975, 2.5103381556872972, 2.5173777768074315, 2.5235038715951155, 2.525876256257963, 2.5231207559086353, 2.515837592509371, 2.506358987646067, 2.497887886086292, 2.4934175074821616, 2.4948774477672018, 2.502752424623759, 2.5161400582477063, 2.5330573686669138, 2.550831109682297, 2.566522605937356, 2.577419231198595, 2.5816035059100364, 2.5784997648009043, 2.569187867878675, 2.55627484185203, 2.543260364302544, 2.533540452159552, 2.5293571642765036, 2.531059005523406, 2.536959088549003, 2.5438712790891103, 2.5481513154650064, 2.5468927433757806, 2.5388871895956004, 2.5250453832737394, 2.508155978584076, 2.4920681646010294, 2.480543922968872, 2.476114726766251, 2.4792971826556087, 2.488433491427811, 2.500217249702025, 2.510730402622517, 2.516649735892118, 2.516226140936336, 2.5097249207251715, 2.4992235506086815, 2.48789232258636, 2.479028573642712, 2.475149515461447, 2.4773914981688834, 2.4853459045287285, 2.4973277386691177, 2.510960236194589, 2.5238861342208168, 2.5343980220999405, 2.5418192514444056, 2.5465394799930037, 2.5496958317830907, 2.5525979741913853, 2.556107178282923, 2.5602273287210897, 2.5640911958737425, 2.566352987673841, 2.565820244846258, 2.5620560610037137, 2.555689926288897, 2.5482922928963383, 2.5418528169689, 2.538057957201279, 2.537614769744781, 2.5398497550460477, 2.542783329646088, 2.543779826530745, 2.540609936926769, 2.5324487447242507, 2.52026625635055, 2.5064145845024663, 2.4937395649657517, 2.484764508383544, 2.4812153099068026, 2.483743679349277, 2.491662141746162, 2.5028390670373692, 2.514114613488466, 2.5223147427862833, 2.525394803588625, 2.5230423551836796, 2.516484474770712, 2.5078488666871417, 2.499575678485986, 2.494004559775123, 2.4929311666857754, 2.497060057058087, 2.5056378268285906, 2.51661355403074, 2.5273359131758877, 2.535437067952501, 2.539512703237026, 2.539427845113707, 2.5362771797492503, 2.5320551211456275, 2.5290489696685814, 2.5290403093051905, 2.532591522398647, 2.5387937840736794, 2.5456650164564048, 2.5509999965866785, 2.5532215762976636, 2.5518704626842843, 2.5476463121654125, 2.5420820104327935, 2.536946586148421, 2.5335162671477716, 2.5319936777459437, 2.5314049341821248, 2.5300995648636952, 2.5266216150271017, 2.5204852077654203, 2.5124598646379344, 2.5042857459675676, 2.498036671565445, 2.4954239862517698, 2.4972337505842668, 2.5030076201665334, 2.511083887356921, 2.519079767314248, 2.524707586175462, 2.5265892853031797, 2.5246960499439095, 2.5202500960107534, 2.515196360872578, 2.511487119064051, 2.510418847249607, 2.5122239014031056, 2.5160711462565675, 2.5204943610914006, 2.5240457637939793, 2.5258284831846933, 2.52566085852472, 2.5239112745637113, 2.521258737254041, 2.5185828695043893, 2.5169397242989366, 2.5174156782045936, 2.5207594893858802, 2.5269572033382555, 2.535045923199552, 2.5433244752597877, 2.549865373418337, 2.5531015190114807, 2.5523008016503406, 2.5478094732523924, 2.5409556608829544, 2.5335583943621978, 2.527188062231066, 2.5225533090376806, 2.51939138811482, 2.516929421721264, 2.514587240652488, 2.512436158571167, 2.511135031386731, 2.5114522460325697, 2.5137371464740133, 2.5176609189525925, 2.5223050313140076, 2.5264659824863305, 2.5290037864218466, 2.529138778024726, 2.5266677707445098, 2.522068474483662, 2.5164357296614894, 2.511211597298202, 2.507751354007171, 2.506872595903537, 2.508594216311989, 2.5122121911033557, 2.516676839381193, 2.5210513596040243, 2.524799286719917, 2.527793995061095, 2.5301298692428715, 2.5318974053464776, 2.5330481444506288, 2.5334006578034196, 2.5327814630210117, 2.531241986617339, 2.5292265505570066, 2.5275329669890536, 2.526990146620677, 2.527980443244756, 2.5301131032459803, 2.5323190982450847, 2.5333610781420806, 2.532449096541024, 2.529589445847637, 2.5255153683954155, 2.521329700607618, 2.5180869738549734, 2.516454244013448, 2.5165040173385, 2.517702763068392, 2.519152694252094, 2.5200158943970368, 2.5198934936089725, 2.518936160323111, 2.517659384911503, 2.516647711973433, 2.5163538920473005, 2.517035364859485, 2.5187275331832613, 2.521190918907725, 2.5239093603619476, 2.5262473778757637, 2.5277239008934456, 2.528200244387941, 2.527828855386092, 2.526842784851502, 2.5254234788856036, 2.52377635471085, 2.522286758319678, 2.5215149010658178, 2.5219452556221973, 2.5236616397750975, 2.5262078695414614, 2.5287415330797125, 2.5303680163089304, 2.5304654023507585, 2.528898532613555, 2.52611013069447, 2.5230587637687343, 2.5209379270821977, 2.520702143926128, 2.5226080097886268, 2.5260463404330755, 2.5297808691951245, 2.532450032935896, 2.533061062665769, 2.5312839227377655, 2.527503883455829, 2.522665828066699, 2.5179480619319183, 2.5143419677703465, 2.5122986381527572, 2.511625707924147, 2.511704201450318, 2.5119117089002723, 2.5120197845284564, 2.512357888975418, 2.513665769294355, 2.516694997119524, 2.521716853066913, 2.5281522233659004, 2.5345432219390123, 2.5389797389027686, 2.5398671796398373, 2.5366838193119556, 2.5303087258068304, 2.5227044324739216, 2.5161059663629235, 2.512142336857651, 2.5113129990265706, 2.5130025913851526, 2.515935425306262, 2.5188032796308866, 2.520782609402118, 2.5217521673024534, 2.522174817673899, 2.522757969720251, 2.5240882572448933, 2.5264072780940565, 2.529585792394625, 2.5332433405443844, 2.5369095687272885, 2.540141167118663, 2.5425663757564787, 2.5438869896947054, 2.543893769328001, 2.5425328460159626, 2.5400002203709757, 2.536769479580895, 2.533450310450435, 2.530485934436197, 2.527857882242293, 2.5250204540380996, 2.5211602520965006, 2.515675508047717, 2.508652696237948, 2.5011091717528933, 2.4948357009177706, 2.4918369236420412, 2.493581906272036, 2.5003715694166138, 2.5110491563831436, 2.5231522191813056, 2.5335350997510777, 2.539422545090514, 2.539634616392208, 2.5353681822685044, 2.5298352822671233, 2.5266480577018107, 2.5278024730723834, 2.532553089151253, 2.5378918699661583, 2.5402358319653646, 2.5372366722595867, 2.528790430871349, 2.5169842688986472, 2.505257892563352, 2.497216402303596, 2.4954518101184124, 2.5006571495068504, 2.511321648863487, 2.5242262409127045, 2.535653934816957, 2.5427953581982794, 2.5446386494045403, 2.541952809815976, 2.5365913094439616, 2.5306875670465216, 2.5261001870284425, 2.524065756844269, 2.5249358204032513, 2.528065862168519, 2.5319940986852916, 2.5348845067351795, 2.535028518743892, 2.531210316701244, 2.5229512269435275, 2.510813606595998, 2.4967755570949386, 2.4843072008348455, 2.4776934100858163, 2.480599516177535, 2.4944807238350535, 2.5176219323125486, 2.545262560051019, 2.5707972546589604, 2.587737107774717, 2.591880360985055, 2.5829002517849724, 2.5645605366295663, 2.5432797184007363, 2.525598302589727, 2.5157020746162533, 2.514098145773153, 2.517891772710757, 2.5223299228416494, 2.522839593374793, 2.5168123362204833, 2.504619223788327, 2.4895507034125104, 2.476620988043672, 2.4705906776051645, 2.4740043602311395, 2.4861428442318103, 2.5033649653170484, 2.5206148749427024, 2.53336597550147, 2.5392021449956212, 2.5384852442912833, 2.533926646742077, 2.529284158494191, 2.5277555517863686, 2.530756178437542, 2.537545449698337, 2.545728154604645, 2.552260723507065, 2.554451263974264, 2.5506142731904258, 2.5403707405567877, 2.524768118793418, 2.506276039684297, 2.4884903269278547, 2.4753769574522626, 2.4701688883488084, 2.474321132879241, 2.4869583432630553, 2.5050329037842594, 2.5241687892713056, 2.5399925700379544, 2.549563859883134, 2.552340953440686, 2.5501921314209146, 2.5464007361434016, 2.544150944622822, 2.5452250619070615, 2.549443300596162, 2.5549256829306737, 2.5588893232503294, 2.5586141902631407, 2.5523332727225, 2.5398972102244555, 2.5230448079855994, 2.505115586778644, 2.49019125880448, 2.4818908545999046, 2.4822202960948547, 2.4908912904897567, 2.505365414557023, 2.5216189039932635, 2.535375260835514, 2.5434070330150242, 2.5445044276279645, 2.539826099034534, 2.5325150022497636, 2.5266329996900843, 2.525662393733154, 2.5310366959171335, 2.541290101865766, 2.5523053112716463, 2.558727317556108, 2.556041667391053, 2.5424367884053414, 2.5196648845881144, 2.4926191099523747, 2.467902000430913, 2.451951192515762, 2.4492486099444335, 2.460958275066673, 2.4842780282748698, 2.5128751987387776, 2.5386701552215376, 2.554642092564842, 2.557550873817037, 2.5492376467191673, 2.5358396946448245, 2.5253283077032034, 2.5244385273268675, 2.536023515890619, 2.557529069916482, 2.581122232569943, 2.5959254846012625, 2.5922092001581025, 2.566119164811858, 2.522498420885469, 2.473855292028116, 2.4355951724139664, 2.4198087556003767, 2.430573923427657, 2.4626542207411326, 2.5037901197610526, 2.53953275921207, 2.5588545262568783, 2.5583654574650483, 2.5432023519911358, 2.5240186707251104, 2.5115641526461556, 2.5117430448290707, 2.5236772586035463, 2.541387781432523, 2.557606120588067, 2.567331340170371, 2.569420005523191, 2.565931690850433, 2.560071043863439, 2.5539610221551077, 2.5473879950401237, 2.5382473470457554, 2.5245726039717478, 2.5069269973785415, 2.489376316309763, 2.4779921051954954, 2.4775607378095588, 2.4885828439425177, 2.5065687021224874, 2.524128900958174, 2.5346198221130978, 2.535342703663867, 2.528762024819453, 2.5212733280526054, 2.5200595128243615, 2.52933554686774, 2.547719131017472, 2.5682357959089304, 2.581283697858461, 2.579181130357066, 2.559867925181006, 2.5278436080787356, 2.4921453828294045, 2.4627416864658724, 2.4471266561919585, 2.4482926354589263, 2.4644144559416636, 2.489982612754917, 2.5177725979643126, 2.5408874520172917, 2.5542518108222567, 2.5553625449383786, 2.5445378708152635, 2.524982784073358, 2.5026116153460247, 2.485121304325621, 2.4798766958047294, 2.490951309332549, 2.5166409672883954, 2.5490478002558734, 2.5764884971615296, 2.5879929275380236, 2.5779919786348775, 2.549079390302439, 2.5114657247208627, 2.4790848144610487, 2.463826755640182, 2.4704356709025985, 2.494536699196677, 2.5248416480156837, 2.548493147048195, 2.5569233138569163, 2.5494135850473563, 2.532797364426372, 2.517692424303158, 2.5132392090298152, 2.5228513043337113, 2.542875943060648, 2.564670468822327, 2.57898326529848, 2.5803931209740996, 2.5695545206645813, 2.552218862187491, 2.535776986319933, 2.5253437404521684, 2.521477688120352, 2.5205782871812112, 2.5175259833895667, 2.509018110186086, 2.495773490422331, 2.482388763502432, 2.4748640682133076, 2.4771312714423694, 2.488588115473545, 2.5041537606352318, 2.516907561183212, 2.5218440400991984, 2.5186309238261284, 2.5118380865900605, 2.5084882242682762, 2.514161921699366, 2.529616360029578, 2.5496982892521025, 2.56533105816797, 2.56785614216969, 2.553640405722185, 2.5264537483537652, 2.496157698184011, 2.474266973736295, 2.46869647745551, 2.4803589255240146, 2.5031246505116145, 2.5268852269233704, 2.5421207042880107, 2.5439231307671695, 2.533798282897808, 2.5185381107274534, 2.506757864862393, 2.5048118396727403, 2.5141012534275395, 2.530991620229815, 2.5490958229370864, 2.56246581453115, 2.5679961761183985, 2.5660707064951036, 2.559538099403193, 2.55182617568471, 2.545184731125529, 2.5398306672222937, 2.5343223450917076, 2.5269065195009506, 2.5170461927876304, 2.5061807835368417, 2.4972067366736805]"
