0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11
-0.063777,0.17434,-0.21636,0.13739,0.1201,0.14275,0.14395,-0.41634,-0.27686,0.15527,-0.07391,-0.18448
-0.10639,0.18239,-0.26584,0.18299,0.09656,0.15289,0.12338,-0.36657,-0.29653,0.1961,-0.027716,-0.16868
-0.16659,0.17703,-0.30488,0.20146,0.10163,0.20325,0.1052,-0.31888,-0.30518,0.22024,0.018179,-0.12338
-0.24438,0.17226,-0.31322,0.2116,0.091195,0.22024,0.094175,-0.28372,-0.3168,0.20206,0.049174,-0.10759
-0.31501,0.19848,-0.32306,0.22322,0.045896,0.16987,0.10073,-0.25749,-0.33468,0.1508,0.077188,-0.12457
-0.36657,0.23276,-0.35107,0.23276,0.015199,0.15795,0.098646,-0.2256,-0.3618,0.091493,0.11414,-0.13262
-0.40203,0.25362,-0.37193,0.26375,0.020266,0.19014,0.069439,-0.18835,-0.36359,0.035763,0.15825,-0.11086
-0.41187,0.26584,-0.37462,0.3019,0.013113,0.19699,0.0453,-0.14007,-0.33498,0.0026822,0.19044,-0.067949
-0.40561,0.27597,-0.35346,0.31352,-0.014603,0.17494,0.033677,-0.080168,-0.29951,-0.0065565,0.20951,-0.042319
-0.40203,0.27657,-0.3165,0.30696,-0.0074506,0.17673,0.032783,-0.025332,-0.27478,0.0041723,0.21994,-0.046492
-0.40412,0.25094,-0.2858,0.3159,0.01967,0.17047,0.04679,0.02563,-0.26494,0.012219,0.23037,-0.062585
-0.39756,0.23365,-0.26256,0.34034,-0.0089407,0.11504,0.057518,0.07689,-0.23633,0.011027,0.25481,-0.081658
-0.36538,0.23127,-0.24498,0.35495,-0.07093,0.12219,0.053346,0.12487,-0.20295,0.018775,0.2858,-0.071824
-0.31084,0.21756,-0.22054,0.34779,-0.089407,0.15438,0.039041,0.16391,-0.17494,0.02563,0.30935,-0.015795
-0.26673,0.20027,-0.16779,0.32008,-0.077486,0.10163,0.032485,0.19312,-0.121,0.012517,0.32097,0.028908
-0.23603,0.17554,-0.11176,0.29922,-0.079274,0.036359,0.040531,0.23127,-0.060797,-0.017881,0.31799,0.034869
-0.19461,0.14037,-0.086725,0.28998,-0.10371,0.032783,0.044405,0.2861,-0.011027,-0.04828,0.29683,0.040829
-0.14633,0.11086,-0.080764,0.28461,-0.12279,0.035167,0.032485,0.3317,0.034869,-0.0754,0.27359,0.065565
-0.092685,0.098646,-0.068247,0.26882,-0.11533,0.022352,0.015795,0.35197,0.076592,-0.08136,0.26375,0.086129
-0.053942,0.078082,-0.034273,0.22382,-0.11355,0.044703,0.0095367,0.35465,0.11474,-0.070632,0.26256,0.086725
-0.033975,0.043809,0.012517,0.16451,-0.11235,0.039935,0.0023842,0.35226,0.1505,-0.08285,0.26315,0.094175
0.014305,0.021756,0.05126,0.11474,-0.10669,-0.0059605,-0.016987,0.35048,0.19133,-0.11712,0.24915,0.11951
